"doc_id","sentence_blurb"
"1-100/United States v. Abbott, 87 F.4th 616","Vieux Carre Prop. Owners, Residents & Assocs., Inc. v. [*629] Brown, 875 F.2d 453, 462-63 (5th Cir. 1989) (""The Supreme Court has encouraged a broad interpretation of a section 10 'obstruction'. [**21] . .."")."
"1-100/United States v. Abbott, 87 F.4th 616","Owners, Residents & Assocs., Inc. v. [*629] Brown, 875 F.2d 453, 462-63 (5th Cir. 1989) (""The Supreme Court has encouraged a broad interpretation of a section 10 'obstruction'. [**21] . ..""). And it has construed the term flexibly, as the district court noted, without a size or positional limit."
"1-100/United States v. Abbott, 87 F.4th 616","And it has construed the term flexibly, as the district court noted, without a size or positional limit. See United States v."
"1-100/United States v. Abbott, 87 F.4th 616","See United States v. Raven, 500 F.2d 728, 731 (5th Cir. 1974) (finding a sunken schooner to be an obstruction ""[i]f floating particles can be an obstruction""); United Tex."
"1-100/United States v. Abbott, 87 F.4th 616","Raven, 500 F.2d 728, 731 (5th Cir. 1974) (finding a sunken schooner to be an obstruction ""[i]f floating particles can be an obstruction""); United Tex. Transmission Co. v."
"1-100/United States v. Abbott, 87 F.4th 616","Transmission Co. v. U.S. Army Corps of Eng'rs, 7 F.3d 436, 438 (5th Cir. 1993) (finding a pair of gas pipelines running under the bed of a bayou an obstruction)."
"1-100/United States v. Abbott, 87 F.4th 616","U.S. Army Corps of Eng'rs, 7 F.3d 436, 438 (5th Cir. 1993) (finding a pair of gas pipelines running under the bed of a bayou an obstruction). Here, the district court began its analysis by noting that Texas designed and deployed the floating barrier to literally obstruct lateral movement across the river.12 It then looked to the credible testimony and evidence before it."
"1-100/United States v. Abbott, 87 F.4th 616","Here, the district court began its analysis by noting that Texas designed and deployed the floating barrier to literally obstruct lateral movement across the river.12 It then looked to the credible testimony and evidence before it. The declaration of Mario Gomez, Acting Area Operations Manager for the Amistad Dam Field Office of the United States Section of the International Boundary and Water Commission (""IBWC""),13 indicated that ""[n]ormally, the Mexico or U.S. Section of the Commission can go into any location of the Rio Grande independently and do surveying and other engineering work that the Commission Sections carry out"" but that the floating barrier is ""an impediment to the Sections crossing independently in this part of the river,"" including a planned survey by the Mexican Section of the Commission that was unable to proceed because of the obstruction."
"1-100/United States v. Abbott, 87 F.4th 616","The declaration of Mario Gomez, Acting Area Operations Manager for the Amistad Dam Field Office of the United States Section of the International Boundary and Water Commission (""IBWC""),13 indicated that ""[n]ormally, the Mexico or U.S. Section of the Commission can go into any location of the Rio Grande independently and do surveying and other engineering work that the Commission Sections carry out"" but that the floating barrier is ""an impediment to the Sections crossing independently in this part of the river,"" including a planned survey by the Mexican Section of the Commission that was unable to proceed because of the obstruction. Likewise, the Chief of the U.S. [**22] Border Patrol (""USBP""), Jason D."
"1-100/United States v. Abbott, 87 F.4th 616","Likewise, the Chief of the U.S. [**22] Border Patrol (""USBP""), Jason D. Owens, declared that border patrol agents rescue individuals in distress in the Rio Grande, utilizing ""small watercraft to quickly respond as the incidents unfold."" He noted that ""[a]ny obstructions in the water could naturally impair the freedom of movement and potentially delay response times."" ""From the beginning of fiscal year 2018 through July 23, 2023 there were 249 water-related rescues and 89 water-related deaths of individuals whose rescue or death occurred in or around the Rio Grande throughout the Eagle Pass Station AOR.""14 Further, in the declaration of Joseph L."
"1-100/United States v. Abbott, 87 F.4th 616","Owens, declared that border patrol agents rescue individuals in distress in the Rio Grande, utilizing ""small watercraft to quickly respond as the incidents unfold."" He noted that ""[a]ny obstructions in the water could naturally impair the freedom of movement and potentially delay response times."" ""From the beginning of fiscal year 2018 through July 23, 2023 there were 249 water-related rescues and 89 water-related deaths of individuals whose rescue or death occurred in or around the Rio Grande throughout the Eagle Pass Station AOR.""14 Further, in the declaration of Joseph L. Shelnutt, the Regulatory Project Manager in the Compliance and Enforcement Branch for the Corps, he indicates that the ""placement and tandem configuration of [*630] the buoys, which allows them to move somewhat independently even though they are connected, present a structural barrier to cross-river navigation and would force a vessel to maneuver around the structure to avoid collision or entanglement at this location."" The district court also noted that the floating barrier is not simply a string of buoys but is made even larger by the anchors placed four to six feet on either side of the [**23] barrier: ""Photographs show these grey concrete anchors standing from the bed of the river, with no markings to identify them as hazards."
"1-100/United States v. Abbott, 87 F.4th 616","Shelnutt, the Regulatory Project Manager in the Compliance and Enforcement Branch for the Corps, he indicates that the ""placement and tandem configuration of [*630] the buoys, which allows them to move somewhat independently even though they are connected, present a structural barrier to cross-river navigation and would force a vessel to maneuver around the structure to avoid collision or entanglement at this location."" The district court also noted that the floating barrier is not simply a string of buoys but is made even larger by the anchors placed four to six feet on either side of the [**23] barrier: ""Photographs show these grey concrete anchors standing from the bed of the river, with no markings to identify them as hazards. These concrete obstacles present a serious risk to watercraft of any kind."" This is because the anchors are not easily seen by oncoming watercraft but are at a level that would cause damage to a vessel of any size that came upon them."
